nodeId,availability,honesty,datasetSize,freq,transRate,task,dropout,malicious
234,0,0.0,690,210,250,0,0,0
235,1,0.0,510,50,890,0,0,0
236,0,0.0,240,180,360,0,0,0
237,1,0.0,320,120,850,1,0,0
238,1,0.0,190,90,290,0,0,0
239,1,0.0,420,240,890,0,0,0
240,1,0.0,750,240,450,1,0,0
241,0,0.0,710,170,600,0,0,0
242,1,0.0,330,240,440,0,0,0
243,1,0.0,740,300,610,0,0,0
244,1,0.0,520,220,610,0,0,0
245,0,0.0,560,50,900,0,0,1
246,1,0.0,310,190,200,0,0,0
247,0,0.0,870,270,290,1,0,0
248,1,0.0,660,100,750,1,0,0
249,1,0.0,530,270,260,1,0,0
250,0,0.0,710,60,950,1,0,0
251,1,0.0,670,60,450,0,0,0
252,1,0.0,340,200,950,0,0,0
253,1,0.0,980,130,290,0,0,0
254,1,0.0,620,140,970,1,0,1
255,1,0.0,820,130,460,0,0,0
256,1,0.0,180,120,990,0,0,1
257,1,0.0,650,120,920,0,0,0
258,1,0.0,910,230,870,1,0,0
259,1,0.0,240,70,180,0,0,0
260,1,0.0,610,120,530,0,0,0
261,1,0.0,820,220,270,1,0,0
262,1,0.0,650,130,580,1,1,0
263,1,0.0,270,80,510,1,0,0
264,1,0.0,250,220,770,0,0,0
265,0,0.0,350,260,380,0,0,0
266,1,0.0,970,150,840,1,0,0
267,1,0.0,120,260,940,0,0,0
268,1,0.0,790,220,620,1,0,0
269,1,0.0,620,260,450,0,0,0
270,1,0.0,590,70,600,1,0,0
271,1,0.0,140,120,980,0,1,0
272,1,0.0,420,290,950,0,1,0
273,1,0.0,280,230,300,0,0,0
274,1,0.0,180,230,340,0,0,0
275,1,0.0,470,250,600,1,0,1
276,1,0.0,730,130,720,0,0,0
277,1,0.0,410,120,840,0,0,1
278,1,0.0,1000,270,990,0,0,0
279,1,0.0,460,150,570,0,1,0
280,1,0.0,340,190,660,0,0,0
281,1,0.0,160,250,510,0,0,0
282,1,0.0,390,300,260,0,0,1
283,1,0.0,430,50,310,0,0,0
284,1,0.0,360,240,730,0,0,1
285,1,0.0,210,300,500,1,0,0
286,1,0.0,950,290,620,1,0,0
287,1,0.0,390,280,960,1,0,0
288,1,0.0,880,290,960,1,0,0
289,1,0.0,620,60,640,1,0,0
290,1,0.0,860,210,160,0,0,0
291,1,0.0,550,140,270,0,1,0
292,0,0.0,410,80,570,0,1,0
293,1,0.0,240,230,850,0,0,0
294,1,0.0,820,260,370,0,0,0
295,1,0.0,940,250,760,1,0,0
296,1,0.0,500,240,840,0,0,0
297,1,0.0,260,280,830,0,0,0
298,1,0.0,350,250,540,0,0,0
299,1,0.0,250,80,580,1,0,1
300,1,0.0,790,270,190,0,0,1
301,1,0.0,520,220,850,0,0,0
302,1,0.0,260,150,830,0,0,0
303,1,0.0,500,100,490,0,0,0
304,1,0.0,320,120,840,0,0,0
305,1,0.0,870,210,770,0,0,0
306,1,0.0,990,160,730,1,0,0
307,1,0.0,830,160,490,0,0,0
308,1,0.0,110,160,520,0,0,0
309,0,0.0,460,130,500,0,0,0
310,1,0.0,410,60,340,0,0,0
311,1,0.0,940,270,880,0,1,0
312,0,0.0,200,70,390,0,0,0
313,1,0.0,730,200,160,0,0,0
314,1,0.0,580,270,190,0,0,0
315,1,0.0,530,200,760,1,0,0
316,0,0.0,260,90,340,0,0,0
317,1,0.0,660,250,520,0,0,0
318,1,0.0,220,150,650,0,0,0
319,0,0.0,670,290,230,0,0,0
320,1,0.0,370,140,750,1,0,0
321,1,0.0,840,70,690,0,0,0
322,1,0.0,580,90,360,0,0,0
323,1,0.0,930,160,430,0,0,0
324,1,0.0,940,180,810,1,0,0
325,1,0.0,440,50,870,0,0,0
326,1,0.0,610,170,550,0,0,0
327,0,0.0,460,140,560,0,0,0
328,0,0.0,880,110,670,0,0,1
329,1,0.0,970,280,760,0,1,0
330,1,0.0,660,50,230,1,0,0
331,0,0.0,940,170,420,0,0,0
332,0,0.0,600,260,640,0,0,0
333,0,0.0,330,120,450,0,0,0
334,1,0.0,460,300,840,0,0,0
335,1,0.0,310,260,880,0,0,0
336,1,0.0,650,70,290,1,0,0
337,1,0.0,590,280,790,1,0,0
338,1,0.0,810,100,350,1,0,0
339,0,0.0,970,110,370,0,0,0
340,0,0.0,710,260,770,0,1,0
341,1,0.0,590,240,490,0,0,1
342,1,0.0,680,270,930,1,0,0
343,1,0.0,290,100,970,0,0,0
344,1,0.0,570,220,180,0,0,0
345,0,0.0,330,250,160,0,0,0
346,1,0.0,390,70,170,1,0,0
347,1,0.0,290,270,840,0,0,0
348,1,0.0,400,230,410,0,0,0
349,1,0.0,620,140,890,0,0,0
350,0,0.0,990,130,200,0,0,0
351,1,0.0,640,240,890,1,0,0
352,1,0.0,990,190,190,0,0,0
353,1,0.0,150,80,480,1,0,0
354,1,0.0,160,190,500,1,0,0
355,1,0.0,470,200,690,0,1,0
356,1,0.0,230,250,640,0,0,0
357,0,0.0,410,50,580,1,0,1
358,1,0.0,430,150,670,0,0,0
359,1,0.0,110,50,760,0,0,0
360,0,0.0,240,240,230,0,0,0
361,1,0.0,200,150,380,0,0,0
362,1,0.0,840,130,220,0,0,0
363,1,0.0,860,90,320,0,0,0
364,1,0.0,150,130,350,0,0,0
365,1,0.0,200,260,810,1,0,0
366,1,0.0,850,270,450,0,0,0
367,1,0.0,800,130,500,0,0,0
368,1,0.0,870,130,500,0,0,1
369,1,0.0,540,180,530,0,0,0
370,1,0.0,440,250,240,1,0,0
371,1,0.0,960,60,190,0,0,0
372,1,0.0,170,130,510,0,0,0
373,1,0.0,330,220,150,0,0,0
374,0,0.0,750,290,510,0,1,1
375,1,0.0,870,90,760,0,1,0
376,0,0.0,120,110,200,0,0,0
377,1,0.0,790,160,550,0,0,0
378,1,0.0,680,210,560,0,1,0
379,1,0.0,280,140,910,0,0,0
380,1,0.0,250,200,440,0,0,0
381,1,0.0,420,210,420,0,0,0
382,1,0.0,710,270,780,0,0,0
383,1,0.0,950,90,740,1,0,0
384,1,0.0,600,120,830,1,0,0
385,1,0.0,390,80,150,0,0,0
386,1,0.0,950,250,730,1,0,0
387,1,0.0,680,130,420,0,0,1
388,1,0.0,860,130,390,0,0,0
389,1,0.0,1000,250,450,1,0,0
390,1,0.0,1000,270,520,0,0,0
391,1,0.0,640,210,560,0,0,0
392,1,0.0,420,50,920,1,0,0
393,1,0.0,320,50,570,0,0,0
394,1,0.0,520,180,470,1,0,0
395,0,0.0,340,260,330,1,0,0
396,0,0.0,860,210,280,0,0,0
397,1,0.0,660,180,910,1,0,0
398,1,0.0,420,200,900,1,0,0
399,0,0.0,830,270,800,0,0,0
400,1,0.0,240,80,190,0,0,0
401,0,0.0,620,70,470,0,0,0
402,1,0.0,700,60,440,0,0,0
403,1,0.0,710,200,240,1,0,0
404,1,0.0,970,90,680,0,0,0
405,0,0.0,290,60,990,0,0,0
406,1,0.0,990,50,400,0,0,0
407,1,0.0,640,220,980,1,0,0
408,1,0.0,830,280,810,0,0,0
409,0,0.0,780,60,370,0,0,0
410,0,0.0,900,280,710,0,0,1
411,1,0.0,100,250,870,1,0,0
412,1,0.0,760,140,870,1,1,0
413,1,0.0,780,230,220,0,0,0
414,0,0.0,700,230,260,0,0,0
415,1,0.0,900,210,970,0,0,0
416,1,0.0,110,290,320,1,1,0
417,0,0.0,1000,190,370,0,0,0
418,1,0.0,970,60,490,0,0,1
419,1,0.0,740,90,560,1,0,0
420,1,0.0,500,270,290,0,0,0
421,1,0.0,210,50,490,1,0,0
422,0,0.0,560,190,760,0,0,0
423,1,0.0,470,160,240,1,0,0
424,1,0.0,630,50,850,0,0,0
425,0,0.0,930,280,500,0,0,0
426,1,0.0,520,230,250,0,0,0
427,1,0.0,430,120,260,1,0,0
428,1,0.0,210,240,220,1,0,0
429,1,0.0,530,50,790,1,0,0
430,1,0.0,550,200,630,0,0,1
431,1,0.0,630,230,240,0,0,0
432,1,0.0,190,200,560,0,0,0
433,1,0.0,660,270,150,1,1,0
434,1,0.0,520,190,190,0,0,0
435,1,0.0,360,280,820,0,0,0
436,0,0.0,800,110,700,0,0,0
437,1,0.0,480,180,310,0,0,0
438,1,0.0,490,300,540,0,0,1
439,1,0.0,830,190,860,0,0,0
440,1,0.0,790,230,300,0,0,0
441,1,0.0,570,130,460,0,0,0
442,1,0.0,730,120,710,0,0,0
443,1,0.0,310,170,520,0,0,1
444,1,0.0,500,90,810,0,0,0
445,1,0.0,190,250,640,1,0,0
446,1,0.0,190,140,720,0,0,0
447,1,0.0,490,70,240,0,1,0
448,1,0.0,630,270,740,1,0,0
449,1,0.0,720,90,950,1,0,0
450,1,0.0,230,210,930,1,0,1
451,1,0.0,270,100,700,0,0,0
452,1,0.0,320,90,640,0,0,0
453,1,0.0,950,210,680,0,0,0
454,1,0.0,690,70,840,0,0,0
455,0,0.0,660,50,670,1,0,0
456,1,0.0,410,230,990,0,0,0
457,1,0.0,810,270,400,0,0,0
458,1,0.0,630,150,920,0,0,0
459,1,0.0,120,50,790,0,0,0
460,1,0.0,920,150,850,1,1,0
461,1,0.0,170,200,170,0,0,0
462,1,0.0,560,110,360,0,0,1
463,1,0.0,580,210,250,0,1,1
464,1,0.0,950,300,620,1,0,0
465,1,0.0,560,210,880,0,0,0
466,0,0.0,410,130,710,1,1,0
467,1,0.0,660,180,230,1,0,0
468,1,0.0,480,230,560,0,0,0
469,0,0.0,110,120,690,1,0,0
470,1,0.0,840,80,500,0,0,1
471,1,0.0,870,90,950,1,0,1
472,1,0.0,540,230,530,1,1,0
473,1,0.0,730,230,180,0,0,0
474,1,0.0,920,230,740,1,0,0
475,0,0.0,750,300,510,0,0,0
476,1,0.0,200,100,890,1,0,0
477,1,0.0,570,130,680,1,0,0
478,1,0.0,680,190,910,1,1,0
479,1,0.0,890,190,320,0,0,0
480,0,0.0,400,160,840,0,0,0
481,0,0.0,340,250,870,1,0,1
482,1,0.0,460,140,420,0,0,0
483,0,0.0,820,150,210,0,0,0
484,1,0.0,910,290,260,0,0,0
485,1,0.0,240,170,800,1,0,0
486,1,0.0,470,70,990,0,1,0
487,1,0.0,530,120,160,0,0,0
488,1,0.0,820,170,870,0,0,0
489,1,0.0,690,140,840,1,0,1
490,1,0.0,760,130,520,1,0,1
491,1,0.0,720,190,820,0,0,0
492,1,0.0,840,300,330,0,0,1
493,1,0.0,890,100,950,0,0,0
494,0,0.0,870,160,600,0,0,0
495,1,0.0,680,250,460,1,0,0
496,1,0.0,540,60,790,0,0,0
497,1,0.0,760,290,790,0,1,0
498,1,0.0,600,160,200,1,0,0
499,1,0.0,230,180,490,0,0,1
500,0,0.0,260,270,200,0,0,0
501,1,0.0,960,110,810,0,0,0
502,1,0.0,750,250,290,1,0,0
503,1,0.0,950,250,210,0,0,0
504,0,0.0,700,80,590,0,0,0
505,1,0.0,230,220,990,0,0,0
506,1,0.0,770,200,980,0,0,1
507,1,0.0,870,80,830,0,0,0
508,1,0.0,740,210,400,0,0,0
509,1,0.0,640,50,440,1,0,0
510,1,0.0,310,280,680,0,0,0
511,0,0.0,990,130,490,0,0,0
512,1,0.0,150,110,420,1,1,0
513,1,0.0,660,140,220,0,1,0
514,1,0.0,390,170,230,0,0,0
515,0,0.0,930,210,510,0,0,0
516,1,0.0,410,80,240,1,0,0
517,1,0.0,410,200,940,1,0,0
518,1,0.0,480,280,160,0,0,0
519,1,0.0,780,140,710,1,0,0
520,1,0.0,380,120,310,0,0,0
521,1,0.0,510,240,260,0,0,0
522,1,0.0,240,120,380,0,0,0
523,1,0.0,340,100,880,0,0,0
524,1,0.0,500,180,400,0,0,0
525,0,0.0,680,260,300,0,0,1
526,1,0.0,110,90,370,0,0,0
527,1,0.0,120,110,480,1,0,0
528,1,0.0,970,110,840,0,0,0
529,1,0.0,330,240,730,0,0,0
530,0,0.0,150,290,470,0,0,0
531,1,0.0,940,50,230,1,0,0
532,0,0.0,540,300,410,0,0,0
533,0,0.0,670,90,910,1,0,0
534,1,0.0,440,50,720,1,0,0
535,1,0.0,100,280,230,0,0,0
536,0,0.0,800,130,620,0,0,1
537,0,0.0,690,110,670,0,0,0
538,1,0.0,140,300,570,0,0,0
539,1,0.0,760,60,800,0,0,1
540,0,0.0,400,260,370,0,0,0
541,1,0.0,850,240,760,1,0,0
542,1,0.0,320,150,920,0,0,0
543,1,0.0,670,100,490,0,1,0
544,0,0.0,980,240,620,1,0,0
545,1,0.0,630,100,970,0,0,0
546,1,0.0,250,260,630,0,0,0
547,1,0.0,380,270,770,1,0,0
548,1,0.0,210,130,630,1,0,0
549,1,0.0,860,200,490,0,0,1
550,1,0.0,410,240,490,0,0,0
551,1,0.0,640,160,210,1,0,0
552,0,0.0,820,280,170,0,0,0
553,1,0.0,740,120,160,0,0,0
554,1,0.0,490,230,950,1,0,0
555,1,0.0,350,130,400,1,0,0
556,1,0.0,820,160,520,0,0,0
557,1,0.0,760,150,630,0,0,1
558,1,0.0,620,190,960,0,0,1
559,1,0.0,230,150,960,0,0,0
560,1,0.0,900,250,610,0,0,0
561,1,0.0,430,300,810,0,0,0
562,1,0.0,300,120,770,1,0,0
563,1,0.0,800,290,930,1,0,1
564,1,0.0,380,290,770,0,0,0
565,0,0.0,150,290,710,0,0,0
566,1,0.0,220,110,720,1,0,0
567,1,0.0,640,130,810,0,0,0
568,1,0.0,720,190,780,1,1,0
569,1,0.0,100,290,530,0,0,0
570,1,0.0,460,230,840,0,0,0
571,1,0.0,960,260,440,0,0,0
572,1,0.0,790,70,240,1,0,0
573,0,0.0,180,80,520,0,0,0
574,1,0.0,390,170,930,0,0,0
575,1,0.0,350,100,760,0,0,0
576,0,0.0,910,250,340,0,1,0
577,1,0.0,380,120,360,1,0,0
578,1,0.0,880,80,360,0,0,1
579,1,0.0,810,130,480,1,0,0
580,1,0.0,560,200,940,0,0,0
581,0,0.0,380,190,750,0,0,1
582,1,0.0,990,210,780,1,0,0
583,1,0.0,110,180,960,0,0,0
584,1,0.0,470,100,550,0,0,0
585,1,0.0,280,150,610,0,0,1
586,1,0.0,570,190,910,1,0,0
587,0,0.0,440,130,210,1,0,0
588,1,0.0,600,170,540,0,0,0
589,0,0.0,230,260,870,1,0,0
590,1,0.0,120,170,760,0,0,0
591,1,0.0,590,50,950,1,0,0
592,1,0.0,590,230,150,0,1,0
593,1,0.0,980,120,860,0,1,0
594,1,0.0,900,260,440,0,0,0
595,1,0.0,200,50,280,1,0,0
596,1,0.0,440,130,810,0,0,1
597,1,0.0,340,80,150,0,0,0
598,0,0.0,620,150,770,1,0,0
599,0,0.0,540,100,490,0,0,0
600,0,0.0,250,290,740,1,0,0
601,1,0.0,510,300,390,0,0,0
602,1,0.0,650,260,620,1,0,0
603,1,0.0,940,180,190,1,0,0
604,0,0.0,490,80,950,0,0,0
605,0,0.0,580,250,190,1,0,1
606,0,0.0,590,140,420,0,0,0
607,1,0.0,510,240,220,0,0,0
608,1,0.0,520,70,940,0,0,0
609,1,0.0,660,210,200,1,0,0
610,1,0.0,490,170,430,1,0,0
611,0,0.0,560,180,970,0,0,0
612,0,0.0,610,110,830,0,0,0
613,1,0.0,230,170,910,0,0,0
614,1,0.0,100,120,940,1,0,0
615,1,0.0,830,150,470,0,0,0
616,1,0.0,340,280,840,1,0,0
617,1,0.0,560,70,770,0,0,0
618,1,0.0,490,250,490,0,0,0
619,0,0.0,360,200,310,1,0,0
620,1,0.0,480,240,530,0,0,0
621,1,0.0,860,80,260,0,0,0
622,1,0.0,330,270,440,0,0,0
623,1,0.0,870,160,440,0,0,0
624,1,0.0,830,190,530,0,0,0
625,1,0.0,150,180,720,0,0,0
626,1,0.0,420,70,450,0,0,0
627,1,0.0,980,270,630,0,0,0
628,1,0.0,490,220,300,0,0,0
629,1,0.0,620,200,300,0,0,0
630,1,0.0,490,150,400,0,0,1
631,1,0.0,810,270,430,0,0,1
632,1,0.0,860,270,750,0,0,0
633,1,0.0,970,220,330,1,1,0
634,1,0.0,700,180,180,0,0,0
635,1,0.0,490,60,950,0,0,0
636,0,0.0,770,70,940,1,0,1
637,0,0.0,530,280,250,1,1,0
638,1,0.0,680,150,270,0,0,0
639,1,0.0,980,240,260,0,0,0
640,1,0.0,960,120,670,0,0,0
641,1,0.0,760,170,500,0,0,0
642,1,0.0,740,180,970,0,0,0
643,0,0.0,710,210,290,0,0,0
644,1,0.0,930,240,520,0,0,0
645,1,0.0,130,210,780,0,0,0
646,0,0.0,780,220,360,0,0,1
647,1,0.0,210,210,780,0,0,0
648,1,0.0,690,200,940,0,0,0
649,1,0.0,950,80,570,1,0,0
650,1,0.0,680,140,760,0,0,0
651,1,0.0,390,110,440,0,0,0
652,0,0.0,190,80,840,0,0,0
653,1,0.0,640,130,480,0,0,0
654,1,0.0,460,240,370,1,0,0
655,1,0.0,480,280,540,0,0,0
656,1,0.0,1000,110,510,1,0,0
657,0,0.0,510,60,570,1,1,0
658,1,0.0,780,140,600,0,0,0
659,1,0.0,470,290,520,0,0,0
660,1,0.0,260,110,210,0,0,0
661,1,0.0,760,280,280,1,1,0
662,1,0.0,170,270,300,0,0,0
663,1,0.0,570,90,780,0,0,0
664,1,0.0,220,80,370,0,0,1
665,1,0.0,250,160,390,0,0,0
666,1,0.0,440,120,740,0,0,0
667,1,0.0,740,170,960,0,0,1
668,1,0.0,930,70,790,0,0,0
669,0,0.0,810,110,750,0,0,0
670,1,0.0,640,210,500,0,0,0
671,1,0.0,620,280,670,1,0,1
672,1,0.0,840,50,340,0,0,0
673,1,0.0,290,220,410,1,0,0
674,1,0.0,780,200,770,0,0,0
675,0,0.0,110,60,440,0,0,0
676,1,0.0,380,240,330,0,0,0
677,0,0.0,750,300,240,0,0,0
678,1,0.0,960,180,740,0,0,0
679,1,0.0,140,290,370,0,0,0
680,1,0.0,290,230,600,0,0,0
681,1,0.0,980,240,990,0,0,1
682,1,0.0,960,150,950,0,0,0
683,1,0.0,400,300,490,1,0,0
684,1,0.0,690,140,410,0,0,0
685,1,0.0,340,280,620,0,1,1
686,1,0.0,380,140,800,0,0,0
687,1,0.0,140,100,830,0,0,0
688,1,0.0,490,90,720,0,0,0
689,1,0.0,810,250,850,1,0,0
690,1,0.0,530,210,380,1,0,1
691,1,0.0,810,180,690,1,0,0
692,0,0.0,230,190,910,0,0,0
693,1,0.0,830,170,930,0,0,0
694,1,0.0,880,70,550,0,1,0
