From Id	To Id	Tx	Meta
60	35	1.003	 UDP 49153 > 8833
60	19	1.003	 UDP 49153 > 8833
60	18	1.003	 UDP 49153 > 8833
60	36	1.003	 UDP 49153 > 8833
60	17	1.003	 UDP 49153 > 8833
60	23	1.003	 UDP 49153 > 8833
60	11	1.003	 UDP 49153 > 8833
60	32	1.00478	 UDP 49153 > 8833
60	20	1.00478	 UDP 49153 > 8833
60	22	1.00478	 UDP 49153 > 8833
60	52	1.00478	 UDP 49153 > 8833
60	28	1.00478	 UDP 49153 > 8833
60	57	1.00478	 UDP 49153 > 8833
60	34	1.00478	 UDP 49153 > 8833
60	59	1.00478	 UDP 49153 > 8833
60	42	1.00478	 UDP 49153 > 8833
60	2	1.00478	 UDP 49153 > 8833
60	54	1.00478	 UDP 49153 > 8833
60	25	1.00478	 UDP 49153 > 8833
60	7	1.00478	 UDP 49153 > 8833
60	49	1.00478	 UDP 49153 > 8833
60	27	1.00478	 UDP 49153 > 8833
60	58	1.00478	 UDP 49153 > 8833
60	31	1.00478	 UDP 49153 > 8833
60	3	1.00478	 UDP 49153 > 8833
60	8	1.00478	 UDP 49153 > 8833
60	16	1.00478	 UDP 49153 > 8833
60	43	1.00478	 UDP 49153 > 8833
60	44	1.00478	 UDP 49153 > 8833
60	55	1.00478	 UDP 49153 > 8833
60	29	1.00478	 UDP 49153 > 8833
60	0	1.00478	 UDP 49153 > 8833
60	12	1.00478	 UDP 49153 > 8833
60	41	1.00478	 UDP 49153 > 8833
60	6	1.00478	 UDP 49153 > 8833
60	33	1.00478	 UDP 49153 > 8833
60	15	1.00478	 UDP 49153 > 8833
60	5	1.00478	 UDP 49153 > 8833
60	47	1.00478	 UDP 49153 > 8833
60	37	1.00478	 UDP 49153 > 8833
60	9	1.00478	 UDP 49153 > 8833
60	56	1.00478	 UDP 49153 > 8833
60	38	1.00478	 UDP 49153 > 8833
60	39	1.00478	 UDP 49153 > 8833
60	14	1.00478	 UDP 49153 > 8833
60	50	1.00478	 UDP 49153 > 8833
60	26	1.00478	 UDP 49153 > 8833
60	10	1.00478	 UDP 49153 > 8833
60	21	1.00478	 UDP 49153 > 8833
60	46	1.00478	 UDP 49153 > 8833
60	48	1.00478	 UDP 49153 > 8833
60	30	1.00478	 UDP 49153 > 8833
60	1	1.00478	 UDP 49153 > 8833
60	45	1.00478	 UDP 49153 > 8833
60	24	1.00478	 UDP 49153 > 8833
60	4	1.00478	 UDP 49153 > 8833
60	51	1.00478	 UDP 49153 > 8833
60	13	1.00478	 UDP 49153 > 8833
60	53	1.00478	 UDP 49153 > 8833
60	40	1.00478	 UDP 49153 > 8833
60	35	1.00478	 UDP 49153 > 8833
60	19	1.00478	 UDP 49153 > 8833
60	18	1.00478	 UDP 49153 > 8833
60	36	1.00478	 UDP 49153 > 8833
60	17	1.00478	 UDP 49153 > 8833
60	23	1.00478	 UDP 49153 > 8833
60	11	1.00478	 UDP 49153 > 8833
60	32	1.00506	 UDP 49153 > 8833
60	20	1.00506	 UDP 49153 > 8833
60	22	1.00506	 UDP 49153 > 8833
60	52	1.00506	 UDP 49153 > 8833
60	28	1.00506	 UDP 49153 > 8833
60	57	1.00506	 UDP 49153 > 8833
60	34	1.00506	 UDP 49153 > 8833
60	59	1.00506	 UDP 49153 > 8833
60	42	1.00506	 UDP 49153 > 8833
60	2	1.00506	 UDP 49153 > 8833
60	54	1.00506	 UDP 49153 > 8833
60	25	1.00506	 UDP 49153 > 8833
60	7	1.00506	 UDP 49153 > 8833
60	49	1.00506	 UDP 49153 > 8833
60	27	1.00506	 UDP 49153 > 8833
60	58	1.00506	 UDP 49153 > 8833
60	31	1.00506	 UDP 49153 > 8833
60	3	1.00506	 UDP 49153 > 8833
60	8	1.00506	 UDP 49153 > 8833
60	16	1.00506	 UDP 49153 > 8833
60	43	1.00506	 UDP 49153 > 8833
60	44	1.00506	 UDP 49153 > 8833
60	55	1.00506	 UDP 49153 > 8833
60	29	1.00506	 UDP 49153 > 8833
60	0	1.00506	 UDP 49153 > 8833
60	12	1.00506	 UDP 49153 > 8833
60	41	1.00506	 UDP 49153 > 8833
60	6	1.00506	 UDP 49153 > 8833
60	33	1.00506	 UDP 49153 > 8833
60	15	1.00506	 UDP 49153 > 8833
60	5	1.00506	 UDP 49153 > 8833
60	47	1.00506	 UDP 49153 > 8833
60	37	1.00506	 UDP 49153 > 8833
60	9	1.00506	 UDP 49153 > 8833
60	56	1.00506	 UDP 49153 > 8833
60	38	1.00506	 UDP 49153 > 8833
60	39	1.00506	 UDP 49153 > 8833
60	14	1.00506	 UDP 49153 > 8833
60	50	1.00506	 UDP 49153 > 8833
60	26	1.00506	 UDP 49153 > 8833
60	10	1.00506	 UDP 49153 > 8833
60	21	1.00506	 UDP 49153 > 8833
60	46	1.00506	 UDP 49153 > 8833
60	48	1.00506	 UDP 49153 > 8833
60	30	1.00506	 UDP 49153 > 8833
60	1	1.00506	 UDP 49153 > 8833
60	45	1.00506	 UDP 49153 > 8833
60	24	1.00506	 UDP 49153 > 8833
60	4	1.00506	 UDP 49153 > 8833
60	51	1.00506	 UDP 49153 > 8833
60	13	1.00506	 UDP 49153 > 8833
60	53	1.00506	 UDP 49153 > 8833
60	40	1.00506	 UDP 49153 > 8833
60	35	1.00506	 UDP 49153 > 8833
60	19	1.00506	 UDP 49153 > 8833
60	18	1.00506	 UDP 49153 > 8833
60	36	1.00506	 UDP 49153 > 8833
60	17	1.00506	 UDP 49153 > 8833
60	23	1.00506	 UDP 49153 > 8833
60	11	1.00506	 UDP 49153 > 8833
60	32	1.00532	 UDP 49153 > 8833
60	20	1.00532	 UDP 49153 > 8833
60	22	1.00532	 UDP 49153 > 8833
60	52	1.00532	 UDP 49153 > 8833
60	28	1.00532	 UDP 49153 > 8833
60	57	1.00532	 UDP 49153 > 8833
60	34	1.00532	 UDP 49153 > 8833
60	59	1.00532	 UDP 49153 > 8833
60	42	1.00532	 UDP 49153 > 8833
60	2	1.00532	 UDP 49153 > 8833
60	54	1.00532	 UDP 49153 > 8833
60	25	1.00532	 UDP 49153 > 8833
60	7	1.00532	 UDP 49153 > 8833
60	49	1.00532	 UDP 49153 > 8833
60	27	1.00532	 UDP 49153 > 8833
60	58	1.00532	 UDP 49153 > 8833
60	31	1.00532	 UDP 49153 > 8833
60	3	1.00532	 UDP 49153 > 8833
60	8	1.00532	 UDP 49153 > 8833
60	16	1.00532	 UDP 49153 > 8833
60	43	1.00532	 UDP 49153 > 8833
60	44	1.00532	 UDP 49153 > 8833
60	55	1.00532	 UDP 49153 > 8833
60	29	1.00532	 UDP 49153 > 8833
60	0	1.00532	 UDP 49153 > 8833
60	12	1.00532	 UDP 49153 > 8833
60	41	1.00532	 UDP 49153 > 8833
60	6	1.00532	 UDP 49153 > 8833
60	33	1.00532	 UDP 49153 > 8833
60	15	1.00532	 UDP 49153 > 8833
60	5	1.00532	 UDP 49153 > 8833
60	47	1.00532	 UDP 49153 > 8833
60	37	1.00532	 UDP 49153 > 8833
60	9	1.00532	 UDP 49153 > 8833
60	56	1.00532	 UDP 49153 > 8833
60	38	1.00532	 UDP 49153 > 8833
60	39	1.00532	 UDP 49153 > 8833
60	14	1.00532	 UDP 49153 > 8833
60	50	1.00532	 UDP 49153 > 8833
60	26	1.00532	 UDP 49153 > 8833
60	10	1.00532	 UDP 49153 > 8833
60	21	1.00532	 UDP 49153 > 8833
60	46	1.00532	 UDP 49153 > 8833
60	48	1.00532	 UDP 49153 > 8833
60	30	1.00532	 UDP 49153 > 8833
60	1	1.00532	 UDP 49153 > 8833
60	45	1.00532	 UDP 49153 > 8833
60	24	1.00532	 UDP 49153 > 8833
60	4	1.00532	 UDP 49153 > 8833
60	51	1.00532	 UDP 49153 > 8833
60	13	1.00532	 UDP 49153 > 8833
60	53	1.00532	 UDP 49153 > 8833
60	40	1.00532	 UDP 49153 > 8833
60	35	1.00532	 UDP 49153 > 8833
60	19	1.00532	 UDP 49153 > 8833
60	18	1.00532	 UDP 49153 > 8833
60	36	1.00532	 UDP 49153 > 8833
60	17	1.00532	 UDP 49153 > 8833
60	23	1.00532	 UDP 49153 > 8833
60	11	1.00532	 UDP 49153 > 8833
60	32	1.00553	 UDP 49153 > 8833
60	20	1.00553	 UDP 49153 > 8833
60	22	1.00553	 UDP 49153 > 8833
60	52	1.00553	 UDP 49153 > 8833
60	28	1.00553	 UDP 49153 > 8833
60	57	1.00553	 UDP 49153 > 8833
60	34	1.00553	 UDP 49153 > 8833
60	59	1.00553	 UDP 49153 > 8833
60	42	1.00553	 UDP 49153 > 8833
60	2	1.00553	 UDP 49153 > 8833
60	54	1.00553	 UDP 49153 > 8833
60	25	1.00553	 UDP 49153 > 8833
60	7	1.00553	 UDP 49153 > 8833
60	49	1.00553	 UDP 49153 > 8833
60	27	1.00553	 UDP 49153 > 8833
60	58	1.00553	 UDP 49153 > 8833
60	31	1.00553	 UDP 49153 > 8833
60	3	1.00553	 UDP 49153 > 8833
60	8	1.00553	 UDP 49153 > 8833
60	16	1.00553	 UDP 49153 > 8833
60	43	1.00553	 UDP 49153 > 8833
60	44	1.00553	 UDP 49153 > 8833
60	55	1.00553	 UDP 49153 > 8833
60	29	1.00553	 UDP 49153 > 8833
60	0	1.00553	 UDP 49153 > 8833
60	12	1.00553	 UDP 49153 > 8833
60	41	1.00553	 UDP 49153 > 8833
60	6	1.00553	 UDP 49153 > 8833
60	33	1.00553	 UDP 49153 > 8833
60	15	1.00553	 UDP 49153 > 8833
60	5	1.00553	 UDP 49153 > 8833
60	47	1.00553	 UDP 49153 > 8833
60	37	1.00553	 UDP 49153 > 8833
60	9	1.00553	 UDP 49153 > 8833
60	56	1.00553	 UDP 49153 > 8833
60	38	1.00553	 UDP 49153 > 8833
60	39	1.00553	 UDP 49153 > 8833
60	14	1.00553	 UDP 49153 > 8833
60	50	1.00553	 UDP 49153 > 8833
60	26	1.00553	 UDP 49153 > 8833
60	10	1.00553	 UDP 49153 > 8833
60	21	1.00553	 UDP 49153 > 8833
60	46	1.00553	 UDP 49153 > 8833
60	48	1.00553	 UDP 49153 > 8833
60	30	1.00553	 UDP 49153 > 8833
60	1	1.00553	 UDP 49153 > 8833
60	45	1.00553	 UDP 49153 > 8833
60	24	1.00553	 UDP 49153 > 8833
60	4	1.00553	 UDP 49153 > 8833
60	51	1.00553	 UDP 49153 > 8833
60	13	1.00553	 UDP 49153 > 8833
60	53	1.00553	 UDP 49153 > 8833
60	40	1.00553	 UDP 49153 > 8833
60	35	1.00553	 UDP 49153 > 8833
60	19	1.00553	 UDP 49153 > 8833
60	18	1.00553	 UDP 49153 > 8833
60	36	1.00553	 UDP 49153 > 8833
60	17	1.00553	 UDP 49153 > 8833
60	23	1.00553	 UDP 49153 > 8833
60	11	1.00553	 UDP 49153 > 8833
60	32	1.00772	 UDP 49153 > 8833
60	20	1.00772	 UDP 49153 > 8833
60	22	1.00772	 UDP 49153 > 8833
60	52	1.00772	 UDP 49153 > 8833
60	28	1.00772	 UDP 49153 > 8833
60	57	1.00772	 UDP 49153 > 8833
60	34	1.00772	 UDP 49153 > 8833
60	59	1.00772	 UDP 49153 > 8833
60	42	1.00772	 UDP 49153 > 8833
60	2	1.00772	 UDP 49153 > 8833
60	54	1.00772	 UDP 49153 > 8833
60	25	1.00772	 UDP 49153 > 8833
60	7	1.00772	 UDP 49153 > 8833
60	49	1.00772	 UDP 49153 > 8833
60	27	1.00772	 UDP 49153 > 8833
60	58	1.00772	 UDP 49153 > 8833
60	31	1.00772	 UDP 49153 > 8833
60	3	1.00772	 UDP 49153 > 8833
60	8	1.00772	 UDP 49153 > 8833
60	16	1.00772	 UDP 49153 > 8833
60	43	1.00772	 UDP 49153 > 8833
60	44	1.00772	 UDP 49153 > 8833
60	55	1.00772	 UDP 49153 > 8833
60	29	1.00772	 UDP 49153 > 8833
60	0	1.00772	 UDP 49153 > 8833
60	12	1.00772	 UDP 49153 > 8833
60	41	1.00772	 UDP 49153 > 8833
60	6	1.00772	 UDP 49153 > 8833
60	33	1.00772	 UDP 49153 > 8833
60	15	1.00772	 UDP 49153 > 8833
60	5	1.00772	 UDP 49153 > 8833
60	47	1.00772	 UDP 49153 > 8833
60	37	1.00772	 UDP 49153 > 8833
60	9	1.00772	 UDP 49153 > 8833
60	56	1.00772	 UDP 49153 > 8833
60	38	1.00772	 UDP 49153 > 8833
60	39	1.00772	 UDP 49153 > 8833
60	14	1.00772	 UDP 49153 > 8833
60	50	1.00772	 UDP 49153 > 8833
60	26	1.00772	 UDP 49153 > 8833
60	10	1.00772	 UDP 49153 > 8833
60	21	1.00772	 UDP 49153 > 8833
60	46	1.00772	 UDP 49153 > 8833
60	48	1.00772	 UDP 49153 > 8833
60	30	1.00772	 UDP 49153 > 8833
60	1	1.00772	 UDP 49153 > 8833
60	45	1.00772	 UDP 49153 > 8833
60	24	1.00772	 UDP 49153 > 8833
60	4	1.00772	 UDP 49153 > 8833
60	51	1.00772	 UDP 49153 > 8833
60	13	1.00772	 UDP 49153 > 8833
60	53	1.00772	 UDP 49153 > 8833
60	40	1.00772	 UDP 49153 > 8833
60	35	1.00772	 UDP 49153 > 8833
60	19	1.00772	 UDP 49153 > 8833
60	18	1.00772	 UDP 49153 > 8833
60	36	1.00772	 UDP 49153 > 8833
60	17	1.00772	 UDP 49153 > 8833
60	23	1.00772	 UDP 49153 > 8833
60	11	1.00772	 UDP 49153 > 8833
60	32	1.00802	 UDP 49153 > 8833
60	20	1.00802	 UDP 49153 > 8833
60	22	1.00802	 UDP 49153 > 8833
60	52	1.00802	 UDP 49153 > 8833
60	28	1.00802	 UDP 49153 > 8833
60	57	1.00802	 UDP 49153 > 8833
60	34	1.00802	 UDP 49153 > 8833
60	59	1.00802	 UDP 49153 > 8833
60	42	1.00802	 UDP 49153 > 8833
60	2	1.00802	 UDP 49153 > 8833
60	54	1.00802	 UDP 49153 > 8833
60	25	1.00802	 UDP 49153 > 8833
60	7	1.00802	 UDP 49153 > 8833
60	49	1.00802	 UDP 49153 > 8833
60	27	1.00802	 UDP 49153 > 8833
60	58	1.00802	 UDP 49153 > 8833
60	31	1.00802	 UDP 49153 > 8833
60	3	1.00802	 UDP 49153 > 8833
60	8	1.00802	 UDP 49153 > 8833
60	16	1.00802	 UDP 49153 > 8833
60	43	1.00802	 UDP 49153 > 8833
60	44	1.00802	 UDP 49153 > 8833
60	55	1.00802	 UDP 49153 > 8833
60	29	1.00802	 UDP 49153 > 8833
60	0	1.00802	 UDP 49153 > 8833
60	12	1.00802	 UDP 49153 > 8833
60	41	1.00802	 UDP 49153 > 8833
60	6	1.00802	 UDP 49153 > 8833
60	33	1.00802	 UDP 49153 > 8833
60	15	1.00802	 UDP 49153 > 8833
60	5	1.00802	 UDP 49153 > 8833
60	47	1.00802	 UDP 49153 > 8833
60	37	1.00802	 UDP 49153 > 8833
60	9	1.00802	 UDP 49153 > 8833
60	56	1.00802	 UDP 49153 > 8833
60	38	1.00802	 UDP 49153 > 8833
60	39	1.00802	 UDP 49153 > 8833
60	14	1.00802	 UDP 49153 > 8833
60	50	1.00802	 UDP 49153 > 8833
60	26	1.00802	 UDP 49153 > 8833
60	10	1.00802	 UDP 49153 > 8833
60	21	1.00802	 UDP 49153 > 8833
60	46	1.00802	 UDP 49153 > 8833
60	48	1.00802	 UDP 49153 > 8833
60	30	1.00802	 UDP 49153 > 8833
60	1	1.00802	 UDP 49153 > 8833
60	45	1.00802	 UDP 49153 > 8833
60	24	1.00802	 UDP 49153 > 8833
60	4	1.00802	 UDP 49153 > 8833
60	51	1.00802	 UDP 49153 > 8833
60	13	1.00802	 UDP 49153 > 8833
60	53	1.00802	 UDP 49153 > 8833
60	40	1.00802	 UDP 49153 > 8833
60	35	1.00802	 UDP 49153 > 8833
60	19	1.00802	 UDP 49153 > 8833
60	18	1.00802	 UDP 49153 > 8833
60	36	1.00802	 UDP 49153 > 8833
60	17	1.00802	 UDP 49153 > 8833
60	23	1.00802	 UDP 49153 > 8833
60	11	1.00802	 UDP 49153 > 8833
60	32	1.00824	 UDP 49153 > 8833
60	20	1.00824	 UDP 49153 > 8833
60	22	1.00824	 UDP 49153 > 8833
60	52	1.00824	 UDP 49153 > 8833
60	28	1.00824	 UDP 49153 > 8833
60	57	1.00824	 UDP 49153 > 8833
60	34	1.00824	 UDP 49153 > 8833
60	59	1.00824	 UDP 49153 > 8833
60	42	1.00824	 UDP 49153 > 8833
60	2	1.00824	 UDP 49153 > 8833
60	54	1.00824	 UDP 49153 > 8833
60	25	1.00824	 UDP 49153 > 8833
60	7	1.00824	 UDP 49153 > 8833
60	49	1.00824	 UDP 49153 > 8833
60	27	1.00824	 UDP 49153 > 8833
60	58	1.00824	 UDP 49153 > 8833
60	31	1.00824	 UDP 49153 > 8833
60	3	1.00824	 UDP 49153 > 8833
60	8	1.00824	 UDP 49153 > 8833
60	16	1.00824	 UDP 49153 > 8833
60	43	1.00824	 UDP 49153 > 8833
60	44	1.00824	 UDP 49153 > 8833
60	55	1.00824	 UDP 49153 > 8833
60	29	1.00824	 UDP 49153 > 8833
60	0	1.00824	 UDP 49153 > 8833
60	12	1.00824	 UDP 49153 > 8833
60	41	1.00824	 UDP 49153 > 8833
60	6	1.00824	 UDP 49153 > 8833
60	33	1.00824	 UDP 49153 > 8833
60	15	1.00824	 UDP 49153 > 8833
60	5	1.00824	 UDP 49153 > 8833
60	47	1.00824	 UDP 49153 > 8833
60	37	1.00824	 UDP 49153 > 8833
60	9	1.00824	 UDP 49153 > 8833
60	56	1.00824	 UDP 49153 > 8833
60	38	1.00824	 UDP 49153 > 8833
60	39	1.00824	 UDP 49153 > 8833
60	14	1.00824	 UDP 49153 > 8833
60	50	1.00824	 UDP 49153 > 8833
60	26	1.00824	 UDP 49153 > 8833
60	10	1.00824	 UDP 49153 > 8833
60	21	1.00824	 UDP 49153 > 8833
60	46	1.00824	 UDP 49153 > 8833
60	48	1.00824	 UDP 49153 > 8833
60	30	1.00824	 UDP 49153 > 8833
60	1	1.00824	 UDP 49153 > 8833
60	45	1.00824	 UDP 49153 > 8833
60	24	1.00824	 UDP 49153 > 8833
60	4	1.00824	 UDP 49153 > 8833
60	51	1.00824	 UDP 49153 > 8833
60	13	1.00824	 UDP 49153 > 8833
60	53	1.00824	 UDP 49153 > 8833
60	40	1.00824	 UDP 49153 > 8833
60	35	1.00824	 UDP 49153 > 8833
60	19	1.00824	 UDP 49153 > 8833
60	18	1.00824	 UDP 49153 > 8833
60	36	1.00824	 UDP 49153 > 8833
60	17	1.00824	 UDP 49153 > 8833
60	23	1.00824	 UDP 49153 > 8833
60	11	1.00824	 UDP 49153 > 8833
60	32	1.01162	 UDP 49153 > 8833
60	20	1.01162	 UDP 49153 > 8833
60	22	1.01162	 UDP 49153 > 8833
60	52	1.01162	 UDP 49153 > 8833
60	28	1.01162	 UDP 49153 > 8833
60	57	1.01162	 UDP 49153 > 8833
60	34	1.01162	 UDP 49153 > 8833
60	59	1.01162	 UDP 49153 > 8833
60	42	1.01162	 UDP 49153 > 8833
60	2	1.01162	 UDP 49153 > 8833
60	54	1.01162	 UDP 49153 > 8833
60	25	1.01162	 UDP 49153 > 8833
60	7	1.01162	 UDP 49153 > 8833
60	49	1.01162	 UDP 49153 > 8833
60	27	1.01162	 UDP 49153 > 8833
60	58	1.01162	 UDP 49153 > 8833
60	31	1.01162	 UDP 49153 > 8833
60	3	1.01162	 UDP 49153 > 8833
60	8	1.01162	 UDP 49153 > 8833
60	16	1.01162	 UDP 49153 > 8833
60	43	1.01162	 UDP 49153 > 8833
60	44	1.01162	 UDP 49153 > 8833
60	55	1.01162	 UDP 49153 > 8833
60	29	1.01162	 UDP 49153 > 8833
60	0	1.01162	 UDP 49153 > 8833
60	12	1.01162	 UDP 49153 > 8833
60	41	1.01162	 UDP 49153 > 8833
60	6	1.01162	 UDP 49153 > 8833
60	33	1.01162	 UDP 49153 > 8833
60	15	1.01162	 UDP 49153 > 8833
60	5	1.01162	 UDP 49153 > 8833
60	47	1.01162	 UDP 49153 > 8833
60	37	1.01162	 UDP 49153 > 8833
60	9	1.01162	 UDP 49153 > 8833
60	56	1.01162	 UDP 49153 > 8833
60	38	1.01162	 UDP 49153 > 8833
60	39	1.01162	 UDP 49153 > 8833
60	14	1.01162	 UDP 49153 > 8833
60	50	1.01162	 UDP 49153 > 8833
60	26	1.01162	 UDP 49153 > 8833
60	10	1.01162	 UDP 49153 > 8833
60	21	1.01162	 UDP 49153 > 8833
60	46	1.01162	 UDP 49153 > 8833
60	48	1.01162	 UDP 49153 > 8833
60	30	1.01162	 UDP 49153 > 8833
60	1	1.01162	 UDP 49153 > 8833
60	45	1.01162	 UDP 49153 > 8833
60	24	1.01162	 UDP 49153 > 8833
60	4	1.01162	 UDP 49153 > 8833
60	51	1.01162	 UDP 49153 > 8833
60	13	1.01162	 UDP 49153 > 8833
60	53	1.01162	 UDP 49153 > 8833
60	40	1.01162	 UDP 49153 > 8833
60	35	1.01162	 UDP 49153 > 8833
60	19	1.01162	 UDP 49153 > 8833
60	18	1.01162	 UDP 49153 > 8833
60	36	1.01162	 UDP 49153 > 8833
60	17	1.01162	 UDP 49153 > 8833
60	23	1.01162	 UDP 49153 > 8833
60	11	1.01162	 UDP 49153 > 8833
60	32	1.01187	 UDP 49153 > 8833
60	20	1.01187	 UDP 49153 > 8833
60	22	1.01187	 UDP 49153 > 8833
60	52	1.01187	 UDP 49153 > 8833
60	28	1.01187	 UDP 49153 > 8833
60	57	1.01187	 UDP 49153 > 8833
60	34	1.01187	 UDP 49153 > 8833
60	59	1.01187	 UDP 49153 > 8833
60	42	1.01187	 UDP 49153 > 8833
60	2	1.01187	 UDP 49153 > 8833
60	54	1.01187	 UDP 49153 > 8833
60	25	1.01187	 UDP 49153 > 8833
60	7	1.01187	 UDP 49153 > 8833
60	49	1.01187	 UDP 49153 > 8833
60	27	1.01187	 UDP 49153 > 8833
60	58	1.01187	 UDP 49153 > 8833
60	31	1.01187	 UDP 49153 > 8833
60	3	1.01187	 UDP 49153 > 8833
60	8	1.01187	 UDP 49153 > 8833
60	16	1.01187	 UDP 49153 > 8833
60	43	1.01187	 UDP 49153 > 8833
60	44	1.01187	 UDP 49153 > 8833
60	55	1.01187	 UDP 49153 > 8833
60	29	1.01187	 UDP 49153 > 8833
60	0	1.01187	 UDP 49153 > 8833
60	12	1.01187	 UDP 49153 > 8833
60	41	1.01187	 UDP 49153 > 8833
60	6	1.01187	 UDP 49153 > 8833
60	33	1.01187	 UDP 49153 > 8833
60	15	1.01187	 UDP 49153 > 8833
60	5	1.01187	 UDP 49153 > 8833
60	47	1.01187	 UDP 49153 > 8833
60	37	1.01187	 UDP 49153 > 8833
60	9	1.01187	 UDP 49153 > 8833
60	56	1.01187	 UDP 49153 > 8833
60	38	1.01187	 UDP 49153 > 8833
60	39	1.01187	 UDP 49153 > 8833
60	14	1.01187	 UDP 49153 > 8833
